name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Hyundai i20 Active 1.2 S,2017,35000,Petrol,Individual,Manual,First Owner,8,Hyundai,4375.0
Renault Lodgy 85PS RxL,2015,60000,Diesel,Individual,Manual,First Owner,10,Renault,6000.0
Mahindra Scorpio 2.6 CRDe SLE,2011,50000,Diesel,Individual,Manual,First Owner,14,Mahindra,3571.4285714285716
Mahindra XUV500 W6 1.99 mHawk,2016,40000,Diesel,Individual,Manual,First Owner,9,Mahindra,4444.444444444444
Maruti Ritz VDi,2012,119000,Diesel,Individual,Manual,Second Owner,13,Maruti,9153.846153846154
Hyundai Grand i10 CRDi Sportz,2015,42000,Diesel,Individual,Manual,First Owner,10,Hyundai,4200.0
Renault KWID RXT Optional,2016,70000,Petrol,Individual,Manual,Second Owner,9,Renault,7777.777777777777
Hyundai EON 1.0 Era Plus,2019,5000,Petrol,Individual,Manual,First Owner,6,Hyundai,833.3333333333334
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,186000,Diesel,Individual,Manual,Second Owner,14,Ford,13285.714285714286
Honda City i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,8,Honda,3750.0
Volkswagen Jetta 2.0 TDI Trendline,2011,180000,Diesel,Individual,Manual,Second Owner,14,Volkswagen,12857.142857142857
Tata Indica Vista Aqua 1.4 TDI,2010,130000,Diesel,Individual,Manual,Second Owner,15,Tata,8666.666666666666
Maruti Omni MPI STD BSIV,2014,120000,Petrol,Individual,Manual,Third Owner,11,Maruti,10909.09090909091
Honda Amaze V CVT Petrol BSIV,2018,26000,Petrol,Dealer,Automatic,First Owner,7,Honda,3714.285714285714
Maruti Swift LDI BSIV,2015,59385,Diesel,Dealer,Manual,First Owner,10,Maruti,5938.5
Maruti Swift VDI BSIV,2018,25000,Diesel,Individual,Manual,First Owner,7,Maruti,3571.4285714285716
Mahindra XUV500 W5 BSIV,2018,35000,Diesel,Individual,Manual,First Owner,7,Mahindra,5000.0
Mahindra XUV500 W11 Option AT AWD,2019,5000,Diesel,Individual,Automatic,First Owner,6,Mahindra,833.3333333333334
Nissan Terrano XL P,2017,30000,Petrol,Individual,Manual,First Owner,8,Nissan,3750.0
Maruti Ciaz ZXi Plus,2015,66000,Petrol,Individual,Manual,First Owner,10,Maruti,6600.0
Ford Ecosport 1.5 Ti VCT AT Titanium,2014,48000,Petrol,Dealer,Automatic,Second Owner,11,Ford,4363.636363636364
Volkswagen Vento Diesel Highline,2011,97000,Diesel,Individual,Manual,Third Owner,14,Volkswagen,6928.571428571428
Tata Hexa XTA,2018,34000,Diesel,Individual,Automatic,First Owner,7,Tata,4857.142857142857
Maruti Zen Estilo LXI BS IV,2011,70000,Petrol,Individual,Manual,First Owner,14,Maruti,5000.0
Maruti Alto LXi BSIII,2006,90000,Petrol,Individual,Manual,Third Owner,19,Maruti,4736.8421052631575
Hyundai EON 1.0 Kappa Magna Plus,2015,80000,Petrol,Individual,Manual,Second Owner,10,Hyundai,8000.0
Maruti Eeco CNG 5 Seater AC BSIV,2019,4000,CNG,Individual,Manual,First Owner,6,Maruti,666.6666666666666
Maruti Zen LXI,1998,120000,Petrol,Individual,Manual,Second Owner,27,Maruti,4444.444444444444
Maruti Alto 800 LXI,2016,52000,Petrol,Individual,Manual,First Owner,9,Maruti,5777.777777777777
Hyundai i10 Sportz 1.2,2011,43100,Petrol,Dealer,Manual,First Owner,14,Hyundai,3078.5714285714284
Maruti Baleno Sigma 1.2,2015,10000,Petrol,Individual,Manual,First Owner,10,Maruti,1000.0
Ford Figo Titanium,2020,101,Petrol,Dealer,Manual,Test Drive Car,5,Ford,20.2
Tata Hexa XM,2017,30000,Diesel,Individual,Manual,First Owner,8,Tata,3750.0
Tata Safari Storme EX,2014,78322,Diesel,Individual,Manual,First Owner,11,Tata,7120.181818181818
Hyundai i20 1.4 CRDi Asta,2011,118700,Diesel,Individual,Manual,Second Owner,14,Hyundai,8478.57142857143
Hyundai i20 Magna Optional 1.4 CRDi,2013,50000,Diesel,Individual,Manual,First Owner,12,Hyundai,4166.666666666667
Toyota Fortuner 3.0 Diesel,2012,129627,Diesel,Dealer,Manual,First Owner,13,Toyota,9971.307692307691
Honda City i-VTEC VX,2018,14825,Petrol,Dealer,Manual,First Owner,7,Honda,2117.8571428571427
Maruti Ertiga VDI,2015,60000,Diesel,Individual,Manual,Second Owner,10,Maruti,6000.0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,87000,Diesel,Individual,Manual,First Owner,15,Tata,5800.0
Maruti Swift Dzire ZDI,2015,91365,Diesel,Dealer,Manual,First Owner,10,Maruti,9136.5
Maruti Celerio ZXI,2019,20000,Petrol,Dealer,Manual,First Owner,6,Maruti,3333.3333333333335
Honda Amaze S i-Vtech,2015,43192,Petrol,Dealer,Manual,First Owner,10,Honda,4319.2
Renault KWID RXL,2020,20000,Petrol,Individual,Manual,First Owner,5,Renault,4000.0
Mahindra Bolero SLX,2011,70000,Diesel,Individual,Manual,Third Owner,14,Mahindra,5000.0
Honda City i VTEC V,2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,10,Honda,6652.1
Maruti Swift VXI Deca,2017,40000,Petrol,Individual,Manual,First Owner,8,Maruti,5000.0
Maruti Swift VDI,2012,40000,Diesel,Individual,Manual,First Owner,13,Maruti,3076.923076923077
Maruti A-Star AT VXI,2012,70000,Petrol,Individual,Automatic,First Owner,13,Maruti,5384.615384615385
Land Rover Range Rover Evoque 2.2L Dynamic,2012,149000,Diesel,Individual,Automatic,Second Owner,13,Land,11461.53846153846
Maruti Wagon R VXI Minor,2007,60000,Petrol,Individual,Manual,Third Owner,18,Maruti,3333.3333333333335
Hyundai i20 Magna 1.2,2015,5000,Petrol,Individual,Manual,First Owner,10,Hyundai,500.0
Hyundai Xcent 1.2 Kappa S,2016,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,97000,Diesel,Individual,Manual,Second Owner,13,Tata,7461.538461538462
Maruti Omni E MPI STD BS IV,2018,120000,Petrol,Individual,Manual,First Owner,7,Maruti,17142.85714285714
Renault Fluence 1.5,2013,60000,Diesel,Individual,Manual,First Owner,12,Renault,5000.0
Renault KWID 1.0 RXT Optional,2017,13000,Petrol,Individual,Manual,Second Owner,8,Renault,1625.0
Maruti Wagon R AMT VXI Option,2018,15000,Petrol,Individual,Automatic,First Owner,7,Maruti,2142.8571428571427
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,26500,Petrol,Individual,Manual,First Owner,8,Hyundai,3312.5
Tata Indica Vista Quadrajet VX,2012,40000,Diesel,Individual,Manual,First Owner,13,Tata,3076.923076923077
Hyundai i20 1.4 CRDi Sportz,2012,120000,Diesel,Individual,Manual,Second Owner,13,Hyundai,9230.76923076923
Maruti Gypsy E MG410W ST,1995,100000,Petrol,Individual,Manual,Second Owner,30,Maruti,3333.3333333333335
Ford Figo 1.5D Titanium MT,2016,25000,Diesel,Individual,Manual,First Owner,9,Ford,2777.777777777778
Maruti Swift Dzire VDi,2009,120000,Diesel,Individual,Manual,Second Owner,16,Maruti,7500.0
Hyundai Santro Xing GLS,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai,4375.0
Hyundai Santa Fe 4X4,2011,220000,Diesel,Individual,Manual,First Owner,14,Hyundai,15714.285714285714
Tata New Safari 4X4 EX,2012,142000,Diesel,Individual,Manual,First Owner,13,Tata,10923.076923076924
Tata Indica Vista Quadrajet VX,2012,85000,Diesel,Individual,Manual,First Owner,13,Tata,6538.461538461538
Hyundai EON Era Plus,2012,46000,Petrol,Individual,Manual,First Owner,13,Hyundai,3538.4615384615386
Maruti SX4 Zxi BSIII,2008,29173,Petrol,Dealer,Manual,First Owner,17,Maruti,1716.0588235294117
Volkswagen Polo 1.2 MPI Comfortline,2016,20000,Petrol,Individual,Manual,First Owner,9,Volkswagen,2222.222222222222
Ford Endeavour 2.5L 4X2 MT,2009,105000,Diesel,Individual,Manual,Second Owner,16,Ford,6562.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,192000,Diesel,Individual,Manual,First Owner,16,Toyota,12000.0
Hyundai i20 1.2 Spotz,2017,70000,Petrol,Individual,Manual,Second Owner,8,Hyundai,8750.0
Hyundai Grand i10 Nios Sportz,2020,5000,Petrol,Individual,Manual,First Owner,5,Hyundai,1000.0
Hyundai i20 Asta 1.4 CRDi,2015,87000,Diesel,Individual,Manual,First Owner,10,Hyundai,8700.0
BMW X1 sDrive20d,2012,120000,Diesel,Individual,Automatic,Second Owner,13,BMW,9230.76923076923
Ford Figo 1.5D Ambiente ABS MT,2016,60000,Diesel,Individual,Manual,Second Owner,9,Ford,6666.666666666667
Maruti Omni E MPI STD BS IV,2017,34000,Petrol,Dealer,Manual,First Owner,8,Maruti,4250.0
Tata Indica Vista TDI LS,2011,43128,Diesel,Dealer,Manual,First Owner,14,Tata,3080.5714285714284
Ford Figo Diesel ZXI,2014,90000,Diesel,Individual,Manual,First Owner,11,Ford,8181.818181818182
Mitsubishi Montero 3.2 MT,2007,180000,Diesel,Individual,Manual,First Owner,18,Mitsubishi,10000.0
Tata Indigo Classic Dicor,2014,80000,Diesel,Individual,Manual,Third Owner,11,Tata,7272.727272727273
Ford Figo Diesel EXI,2014,68293,Diesel,Dealer,Manual,Second Owner,11,Ford,6208.454545454545
Honda BR-V i-DTEC VX MT,2016,24000,Diesel,Dealer,Manual,First Owner,9,Honda,2666.6666666666665
Maruti Swift VXI,2013,60000,Petrol,Individual,Manual,Second Owner,12,Maruti,5000.0
Maruti Alto 800 LXI Opt BSIV,2018,56000,Petrol,Dealer,Manual,First Owner,7,Maruti,8000.0
Maruti Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,15,Maruti,6666.666666666667
Mahindra Verito 1.5 D2 BSIII,2011,175000,Diesel,Individual,Manual,First Owner,14,Mahindra,12500.0
Hyundai EON Era Plus,2013,24005,Petrol,Individual,Manual,First Owner,12,Hyundai,2000.4166666666667
Tata Indica DLS,2006,100000,Diesel,Individual,Manual,First Owner,19,Tata,5263.1578947368425
Honda Jazz 1.2 VX i VTEC,2018,9700,Petrol,Dealer,Manual,First Owner,7,Honda,1385.7142857142858
Maruti Wagon R VXI BS IV with ABS,2015,100000,Petrol,Individual,Manual,Third Owner,10,Maruti,10000.0
Jaguar XF 3.0 Litre S Premium Luxury,2013,64000,Diesel,Individual,Automatic,Second Owner,12,Jaguar,5333.333333333333
Mahindra Scorpio LX,2009,120000,Diesel,Individual,Manual,Second Owner,16,Mahindra,7500.0
Mahindra Xylo D4 BSIV,2013,200000,Diesel,Individual,Manual,Second Owner,12,Mahindra,16666.666666666668
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,7,Hyundai,857.1428571428571
Maruti Swift VXI Optional,2015,40000,Petrol,Individual,Manual,First Owner,10,Maruti,4000.0
Maruti Baleno Delta 1.2,2017,60000,Petrol,Individual,Manual,First Owner,8,Maruti,7500.0
Mahindra Scorpio SLE BSIV,2009,100000,Diesel,Individual,Manual,First Owner,16,Mahindra,6250.0
Hyundai Grand i10 1.2 Kappa Asta,2019,15000,Petrol,Individual,Manual,First Owner,6,Hyundai,2500.0
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,80000,Diesel,Individual,Manual,Second Owner,13,Tata,6153.846153846154
Maruti Alto LX,2004,120000,Petrol,Individual,Manual,First Owner,21,Maruti,5714.285714285715
Maruti Ciaz 1.4 Delta,2018,70000,Petrol,Individual,Manual,First Owner,7,Maruti,10000.0
Mercedes-Benz E-Class 220 CDI,2001,100000,Diesel,Individual,Manual,Second Owner,24,Mercedes-Benz,4166.666666666667
Hyundai Creta 1.6 CRDi SX Option,2016,90000,Diesel,Individual,Manual,First Owner,9,Hyundai,10000.0
Hyundai Grand i10 1.2 CRDi Magna,2016,42500,Diesel,Dealer,Manual,First Owner,9,Hyundai,4722.222222222223
Maruti Celerio X ZXI BSIV,2019,13900,Petrol,Individual,Manual,First Owner,6,Maruti,2316.6666666666665
Maruti Alto K10 LXI CNG Optional,2016,50000,CNG,Individual,Manual,First Owner,9,Maruti,5555.555555555556
Mercedes-Benz New C-Class 200 CDI Classic,2007,101849,Diesel,Dealer,Manual,Second Owner,18,Mercedes-Benz,5658.277777777777
Tata Indica DLS,2006,120000,Diesel,Individual,Manual,Fourth & Above Owner,19,Tata,6315.789473684211
Hyundai Santa Fe 4WD AT,2014,80000,Diesel,Individual,Automatic,First Owner,11,Hyundai,7272.727272727273
Maruti Celerio ZXI,2017,50000,Petrol,Individual,Manual,First Owner,8,Maruti,6250.0
Maruti Swift VXI,2018,17500,Petrol,Individual,Manual,First Owner,7,Maruti,2500.0
Tata Manza Club Class Quadrajet90 LX,2013,60000,Diesel,Individual,Manual,First Owner,12,Tata,5000.0
BMW 3 Series 320d Sport,2013,40000,Diesel,Dealer,Automatic,First Owner,12,BMW,3333.3333333333335
Hyundai Getz 1.3 GVS,2010,110000,Petrol,Individual,Manual,First Owner,15,Hyundai,7333.333333333333
Renault Duster 110PS Diesel RxZ,2013,90000,Diesel,Individual,Manual,Second Owner,12,Renault,7500.0
Hyundai Verna 1.6 SX,2012,100000,Diesel,Individual,Manual,First Owner,13,Hyundai,7692.307692307692
Hyundai Accent CRDi,2005,120000,Diesel,Individual,Manual,Second Owner,20,Hyundai,6000.0
Maruti 800 Std,2001,60000,Petrol,Individual,Manual,Third Owner,24,Maruti,2500.0
Hyundai i20 Sportz 1.2,2013,59213,Petrol,Individual,Manual,First Owner,12,Hyundai,4934.416666666667
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,186000,Diesel,Individual,Manual,Third Owner,12,Toyota,15500.0
Ford Ecosport Sports Petrol,2020,1000,Petrol,Individual,Manual,First Owner,5,Ford,200.0
Maruti Gypsy King Hard Top,2000,60000,Petrol,Individual,Manual,Fourth & Above Owner,25,Maruti,2400.0
Maruti Baleno Zeta 1.2,2017,25000,Petrol,Individual,Manual,First Owner,8,Maruti,3125.0
Hyundai Creta 1.6 CRDi SX,2016,90000,Diesel,Individual,Manual,First Owner,9,Hyundai,10000.0
Toyota Etios GD,2014,92000,Diesel,Dealer,Manual,First Owner,11,Toyota,8363.636363636364
Maruti Alto LXi,2000,90000,Petrol,Individual,Manual,Second Owner,25,Maruti,3600.0
Maruti Wagon R VXI BS IV,2015,50000,Petrol,Individual,Manual,Second Owner,10,Maruti,5000.0
Maruti Celerio VXI,2015,60000,Petrol,Individual,Manual,Third Owner,10,Maruti,6000.0
Maruti Eeco 5 Seater AC BSIV,2017,8352,Petrol,Dealer,Manual,First Owner,8,Maruti,1044.0
Maruti Swift Dzire ZDI,2015,60000,Diesel,Individual,Manual,First Owner,10,Maruti,6000.0
Hyundai Santro Magna AMT BSIV,2019,10000,Petrol,Individual,Automatic,First Owner,6,Hyundai,1666.6666666666667
Ford Figo Diesel EXI,2010,100000,Diesel,Individual,Manual,Third Owner,15,Ford,6666.666666666667
BMW 5 Series 525d Sedan,2009,45000,Diesel,Individual,Automatic,Third Owner,16,BMW,2812.5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1010,Diesel,Dealer,Manual,Test Drive Car,5,Ford,202.0
Mahindra Scorpio LX,2014,70000,Diesel,Individual,Manual,Third Owner,11,Mahindra,6363.636363636364
Maruti Zen LXI,1999,70000,Petrol,Individual,Manual,Second Owner,26,Maruti,2692.3076923076924
Hyundai Getz GLX,2005,90000,Petrol,Individual,Manual,Third Owner,20,Hyundai,4500.0
Tata Indica Vista TDI LS,2013,135000,Diesel,Dealer,Manual,Second Owner,12,Tata,11250.0
Hyundai Creta 1.6 SX,2019,1200,Petrol,Individual,Manual,First Owner,6,Hyundai,200.0
Nissan Terrano XL Plus 85 PS,2015,55000,Diesel,Dealer,Manual,First Owner,10,Nissan,5500.0
Maruti Ciaz 1.4 Alpha,2017,31063,Petrol,Trustmark Dealer,Manual,First Owner,8,Maruti,3882.875
Nissan Terrano XV Premium 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,12,Nissan,6666.666666666667
Hyundai EON Era Plus,2014,70000,Petrol,Individual,Manual,Third Owner,11,Hyundai,6363.636363636364
Maruti Swift ZXI,2013,90000,Petrol,Individual,Manual,First Owner,12,Maruti,7500.0
Mahindra Xylo E8,2009,100000,Diesel,Individual,Manual,Second Owner,16,Mahindra,6250.0
Maruti Wagon R LXI Minor,2008,70000,Petrol,Individual,Manual,Third Owner,17,Maruti,4117.64705882353
Volkswagen Vento Diesel Highline,2012,90000,Diesel,Individual,Manual,Second Owner,13,Volkswagen,6923.076923076923
Tata Indigo LX,2009,110000,Diesel,Individual,Manual,Third Owner,16,Tata,6875.0
Honda Brio 1.2 VX MT,2018,22000,Petrol,Individual,Manual,First Owner,7,Honda,3142.8571428571427
Fiat Palio 1.2 Sport,2007,50000,Petrol,Individual,Manual,Second Owner,18,Fiat,2777.777777777778
Maruti Celerio VXI AT,2017,50000,Petrol,Individual,Automatic,First Owner,8,Maruti,6250.0
Tata Indica Vista Terra 1.4 TDI,2009,164000,Diesel,Individual,Manual,Second Owner,16,Tata,10250.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,200000,Diesel,Individual,Manual,First Owner,10,Mahindra,20000.0
Maruti Celerio VXI Optional,2017,14000,Petrol,Dealer,Manual,First Owner,8,Maruti,1750.0
Maruti Wagon R LXI,2020,120000,Petrol,Individual,Manual,First Owner,5,Maruti,24000.0
Maruti SX4 S Cross DDiS 320 Delta,2015,80000,Diesel,Individual,Manual,First Owner,10,Maruti,8000.0
Volkswagen Polo GT 1.0 TSI,2019,24000,Petrol,Individual,Automatic,First Owner,6,Volkswagen,4000.0
Maruti Swift Dzire VDI,2013,110000,Diesel,Individual,Manual,Second Owner,12,Maruti,9166.666666666666
Renault Duster 85PS Diesel RxE,2013,73000,Diesel,Dealer,Manual,First Owner,12,Renault,6083.333333333333
Maruti Alto 800 LXI,2016,25000,Petrol,Individual,Manual,First Owner,9,Maruti,2777.777777777778
Maruti Estilo LXI,2014,43000,Petrol,Dealer,Manual,First Owner,11,Maruti,3909.090909090909
Ford Aspire Titanium Plus Diesel BSIV,2018,20000,Diesel,Dealer,Manual,First Owner,7,Ford,2857.1428571428573
Hyundai Verna 1.6 SX CRDi (O),2013,29000,Diesel,Individual,Manual,First Owner,12,Hyundai,2416.6666666666665
Honda Amaze VX i-DTEC,2014,110000,Diesel,Individual,Manual,Second Owner,11,Honda,10000.0
Chevrolet Beat PS,2014,77000,Petrol,Individual,Manual,First Owner,11,Chevrolet,7000.0
Maruti Alto 800 LXI,2013,50000,Petrol,Individual,Manual,First Owner,12,Maruti,4166.666666666667
Mahindra Verito Vibe 1.5 dCi D4,2013,60000,Diesel,Individual,Manual,First Owner,12,Mahindra,5000.0
Maruti Alto LXI,2005,124000,Petrol,Individual,Manual,Second Owner,20,Maruti,6200.0
Renault KWID RXT,2018,26500,Petrol,Individual,Manual,First Owner,7,Renault,3785.714285714286
Chevrolet Cruze LT,2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,13,Chevrolet,6923.076923076923
Hyundai i20 Magna 1.2,2016,61000,Petrol,Individual,Manual,First Owner,9,Hyundai,6777.777777777777
Maruti Alto K10 LXI,2010,64000,Petrol,Dealer,Manual,First Owner,15,Maruti,4266.666666666667
Maruti Swift VDI BSIV,2014,65000,Diesel,Dealer,Manual,First Owner,11,Maruti,5909.090909090909
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,200000,Diesel,Individual,Manual,Second Owner,11,Toyota,18181.81818181818
Hyundai i10 Sportz 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,15,Hyundai,4000.0
Hyundai Tucson CRDi,2006,170000,Diesel,Individual,Manual,First Owner,19,Hyundai,8947.368421052632
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,100000,Diesel,Individual,Manual,Second Owner,11,Mahindra,9090.90909090909
Tata Indica V2 DLS BSII,2010,100000,Diesel,Individual,Manual,Third Owner,15,Tata,6666.666666666667
Hyundai Santro LS zipPlus,2002,120000,Petrol,Individual,Manual,Third Owner,23,Hyundai,5217.391304347826
Maruti Vitara Brezza ZDi Plus AMT,2018,30000,Diesel,Individual,Automatic,Second Owner,7,Maruti,4285.714285714285
Tata Sumo SE Plus BSIII,2002,120000,Diesel,Individual,Manual,First Owner,23,Tata,5217.391304347826
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,8,Hyundai,1313.75
Hyundai i20 1.4 Asta Option,2017,106000,Diesel,Individual,Manual,First Owner,8,Hyundai,13250.0
Mahindra XUV500 W8 2WD,2012,212814,Diesel,Dealer,Manual,First Owner,13,Mahindra,16370.307692307691
Maruti Celerio VXI AT,2015,30500,Petrol,Dealer,Automatic,Second Owner,10,Maruti,3050.0
Hyundai Verna Transform CRDi VGT SX ABS,2010,135000,Diesel,Individual,Manual,First Owner,15,Hyundai,9000.0
Maruti Swift Vdi BSIII,2009,109000,Diesel,Individual,Manual,Second Owner,16,Maruti,6812.5
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,33000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,2750.0
Volkswagen Vento 1.6 Highline,2015,43000,Petrol,Individual,Manual,Second Owner,10,Volkswagen,4300.0
Tata New Safari 4X2,2007,80000,Petrol,Individual,Manual,Second Owner,18,Tata,4444.444444444444
Maruti Wagon R LXI Minor,2010,100000,Petrol,Individual,Manual,Second Owner,15,Maruti,6666.666666666667
Maruti Swift VVT VXI,2017,30000,Petrol,Individual,Manual,First Owner,8,Maruti,3750.0
Ford Figo Diesel Titanium,2011,90000,Diesel,Individual,Manual,Third Owner,14,Ford,6428.571428571428
Maruti Swift VDI,2013,90000,Diesel,Individual,Manual,First Owner,12,Maruti,7500.0
Ford Figo Diesel EXI,2012,156040,Diesel,Dealer,Manual,First Owner,13,Ford,12003.076923076924
Volkswagen Passat 1.8 TSI MT,2010,80000,Petrol,Individual,Manual,Second Owner,15,Volkswagen,5333.333333333333
Jeep Compass 2.0 Longitude Option BSIV,2018,50000,Diesel,Individual,Manual,First Owner,7,Jeep,7142.857142857143
Maruti Alto LXi,2008,130000,Petrol,Individual,Manual,Fourth & Above Owner,17,Maruti,7647.058823529412
Maruti Swift AMT VXI,2018,18000,Petrol,Individual,Automatic,First Owner,7,Maruti,2571.4285714285716
Hyundai Creta 1.6 CRDi SX,2015,54784,Diesel,Trustmark Dealer,Manual,First Owner,10,Hyundai,5478.4
Tata Tiago NRG Petrol,2019,8000,Petrol,Individual,Manual,First Owner,6,Tata,1333.3333333333333
Hyundai Grand i10 Asta Option,2017,20000,Petrol,Individual,Manual,Second Owner,8,Hyundai,2500.0
BMW 3 Series 320d Luxury Line,2018,39000,Diesel,Individual,Automatic,First Owner,7,BMW,5571.428571428572
Audi RS7 2015-2019 Sportback Performance,2016,13000,Petrol,Dealer,Automatic,First Owner,9,Audi,1444.4444444444443
Maruti Swift Dzire VDI,2017,34400,Diesel,Dealer,Manual,First Owner,8,Maruti,4300.0
Hyundai Grand i10 Asta,2017,9748,Petrol,Dealer,Manual,First Owner,8,Hyundai,1218.5
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,200000,Diesel,Individual,Manual,First Owner,12,Toyota,16666.666666666668
Hyundai Santro LE,2002,70000,Petrol,Individual,Manual,First Owner,23,Hyundai,3043.478260869565
Maruti Ritz LDi,2016,50000,Diesel,Individual,Manual,Second Owner,9,Maruti,5555.555555555556
Chevrolet Beat Diesel PS,2012,68000,Diesel,Dealer,Manual,First Owner,13,Chevrolet,5230.7692307692305
Maruti Wagon R LXI,2004,60000,Petrol,Individual,Manual,Third Owner,21,Maruti,2857.1428571428573
Maruti Wagon R VXI Minor,2010,70000,Petrol,Individual,Manual,First Owner,15,Maruti,4666.666666666667
Volkswagen Polo Diesel Highline 1.2L,2013,75000,Diesel,Dealer,Manual,First Owner,12,Volkswagen,6250.0
Maruti Ciaz 1.4 AT Zeta,2019,15000,Petrol,Dealer,Automatic,First Owner,6,Maruti,2500.0
Maruti SX4 Vxi BSIV,2012,100000,Petrol,Individual,Manual,Second Owner,13,Maruti,7692.307692307692
Volkswagen Polo Diesel Comfortline 1.2L,2012,120000,Diesel,Individual,Manual,First Owner,13,Volkswagen,9230.76923076923
Honda Jazz 1.5 VX i DTEC,2017,24585,Diesel,Dealer,Manual,Test Drive Car,8,Honda,3073.125
Mahindra Xylo E9,2012,295000,Diesel,Individual,Manual,First Owner,13,Mahindra,22692.30769230769
Maruti Vitara Brezza ZDi Plus,2017,40000,Diesel,Individual,Manual,First Owner,8,Maruti,5000.0
Hyundai EON Era Plus Sports Edition,2014,55000,Petrol,Individual,Manual,First Owner,11,Hyundai,5000.0
Maruti Wagon R LXI Minor,2008,100000,Petrol,Individual,Manual,Second Owner,17,Maruti,5882.35294117647
Hyundai i20 1.4 CRDi Era,2011,70000,Diesel,Individual,Manual,First Owner,14,Hyundai,5000.0
Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Second Owner,12,Maruti,8333.333333333334
Tata Indigo GLS,2011,62000,Petrol,Individual,Manual,Second Owner,14,Tata,4428.571428571428
Volkswagen Jetta 2.0 TDI Comfortline,2011,312000,Diesel,Individual,Manual,Third Owner,14,Volkswagen,22285.714285714286
Ford Figo Diesel LXI,2011,70000,Diesel,Individual,Manual,Second Owner,14,Ford,5000.0
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,90000,Diesel,Individual,Manual,Second Owner,13,Tata,6923.076923076923
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,75000,CNG,Dealer,Manual,First Owner,13,Maruti,5769.2307692307695
Hyundai i20 Active 1.2 SX,2017,10000,Petrol,Individual,Manual,First Owner,8,Hyundai,1250.0
Ford Fiesta Diesel Style,2013,83000,Diesel,Dealer,Manual,First Owner,12,Ford,6916.666666666667
Honda Mobilio V i VTEC,2014,70000,Petrol,Individual,Manual,First Owner,11,Honda,6363.636363636364
Mahindra Xylo E6,2009,68350,Diesel,Dealer,Manual,First Owner,16,Mahindra,4271.875
Hyundai Verna 1.6 SX,2012,80000,Diesel,Individual,Manual,First Owner,13,Hyundai,6153.846153846154
Volkswagen Polo 1.2 MPI Comfortline,2015,58182,Petrol,Dealer,Manual,First Owner,10,Volkswagen,5818.2
Nissan Micra XL,2013,28740,Petrol,Individual,Manual,First Owner,12,Nissan,2395.0
Maruti SX4 ZXI MT BSIV,2011,110000,Petrol,Individual,Manual,Third Owner,14,Maruti,7857.142857142857
Toyota Qualis FS B3,2001,256000,Diesel,Dealer,Manual,First Owner,24,Toyota,10666.666666666666
Hyundai i20 Asta,2009,110000,Petrol,Individual,Manual,Second Owner,16,Hyundai,6875.0
Maruti SX4 Vxi BSIII,2007,90000,Petrol,Individual,Manual,Second Owner,18,Maruti,5000.0
Hyundai i20 Asta 1.4 CRDi,2014,52000,Diesel,Individual,Manual,Second Owner,11,Hyundai,4727.272727272727
Hyundai Verna 1.6 SX CRDi (O),2013,120000,Diesel,Individual,Manual,First Owner,12,Hyundai,10000.0
Ford Ikon 1.3 Flair,2005,80000,Petrol,Individual,Manual,Third Owner,20,Ford,4000.0
Maruti Omni 8 Seater BSIV,2014,57112,Petrol,Dealer,Manual,First Owner,11,Maruti,5192.0
Tata Tiago 1.2 Revotron XZ,2018,30000,Petrol,Individual,Manual,First Owner,7,Tata,4285.714285714285
Maruti Swift Dzire VDI,2015,170000,Diesel,Individual,Manual,First Owner,10,Maruti,17000.0
Maruti Alto LXi BSIII,2008,40000,Petrol,Individual,Manual,Second Owner,17,Maruti,2352.9411764705883
