name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,13,Chevrolet,8461.538461538461
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,12,Chevrolet,6666.666666666667
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,23,Honda,4347.826086956522
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,7,Ford,2857.1428571428573
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,17,Hyundai,9058.823529411764
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,8,Renault,5000.0
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,6,Maruti,8500.0
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,17,Maruti,7058.823529411765
Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,9,Toyota,3888.8888888888887
Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Individual,Manual,First Owner,8,Maruti,8750.0
Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Individual,Manual,Second Owner,14,Chevrolet,4285.714285714285
Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,First Owner,14,Maruti,5000.0
Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Individual,Manual,Second Owner,7,Datsun,1428.5714285714287
Hyundai Accent CRDi,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,19,Hyundai,12907.578947368422
Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,First Owner,8,Renault,7500.0
Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Individual,Manual,First Owner,9,Tata,3333.3333333333335
Maruti Alto 800 Base,2012,250000,8000,Petrol,Individual,Manual,First Owner,13,Maruti,615.3846153846154
Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Individual,Manual,First Owner,6,Tata,1666.6666666666667
Hyundai Accent CRDi,2002,85000,100000,Diesel,Individual,Manual,Third Owner,23,Hyundai,4347.826086956522
Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Individual,Manual,First Owner,13,Nissan,8461.538461538461
Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Dealer,Automatic,First Owner,10,Mahindra,4500.0
Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,First Owner,20,Hyundai,3425.0
Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Dealer,Automatic,First Owner,6,Hyundai,834.5
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner,12,Nissan,2500.0
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner,17,Honda,4117.64705882353
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Dealer,Automatic,First Owner,14,Mercedes-Benz,3542.8571428571427
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner,20,Maruti,1150.0
BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner,19,BMW,1578.9473684210527
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner,15,Hyundai,2533.3333333333335
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner,7,Audi,3142.8571428571427
Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Dealer,Manual,First Owner,14,Hyundai,3078.5714285714284
Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,First Owner,8,Datsun,1271.375
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner,10,Renault,4112.3
Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,8,Toyota,2514.75
Honda City i DTec SV,2014,450000,40000,Diesel,Dealer,Manual,First Owner,11,Honda,3636.3636363636365
Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,First Owner,10,Volkswagen,5251.7
Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Individual,Manual,First Owner,6,Mahindra,3333.3333333333335
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,First Owner,11,Ford,9010.636363636364
Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Individual,Manual,First Owner,16,Chevrolet,5625.0
Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Individual,Manual,First Owner,6,Maruti,616.6666666666666
Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,15,Tata,5333.333333333333
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,Second Owner,10,Ford,10000.0
Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Individual,Manual,First Owner,14,Tata,3857.1428571428573
Hyundai EON Era Plus,2017,250000,19000,Petrol,Individual,Manual,First Owner,8,Hyundai,2375.0
Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Individual,Manual,First Owner,11,Maruti,10909.09090909091
Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Individual,Manual,First Owner,11,Maruti,2727.2727272727275
Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Individual,Manual,First Owner,8,Honda,5437.5
Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner,9,Renault,6666.666666666667
Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,Second Owner,9,Renault,7777.777777777777
Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,9,Renault,2222.222222222222
Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Dealer,Manual,Third Owner,27,Maruti,2222.222222222222
Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Individual,Manual,First Owner,10,Maruti,5800.0
Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Dealer,Manual,First Owner,11,Maruti,3636.3636363636365
Maruti Wagon R LXI,2005,75000,70000,Petrol,Individual,Manual,Second Owner,20,Maruti,3500.0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Dealer,Manual,First Owner,13,Hyundai,5384.615384615385
Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Individual,Manual,First Owner,12,Hyundai,5000.0
Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Dealer,Manual,First Owner,11,Toyota,12272.727272727272
Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Dealer,Manual,First Owner,10,Maruti,7000.0
Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner,12,Mercedes-Benz,3333.3333333333335
Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner,10,Mahindra,7500.0
Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Individual,Manual,First Owner,15,Skoda,10000.0
Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner,13,Toyota,10769.23076923077
Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,First Owner,10,Toyota,7000.0
Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,Second Owner,13,Toyota,10557.692307692309
Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner,12,Mahindra,9166.666666666666
Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,First Owner,8,Hyundai,3375.0
Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,6,Hyundai,1500.0
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,6,Volkswagen,900.0
Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,5,Renault,200.0
Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner,7,Hyundai,2285.714285714286
Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,6,Ford,2166.6666666666665
Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner,13,Renault,3615.3846153846152
Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,First Owner,7,Maruti,3142.8571428571427
Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,First Owner,8,Nissan,3750.0
Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,First Owner,12,Tata,5000.0
Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner,17,Toyota,4411.764705882353
Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,First Owner,15,Maruti,4266.666666666667
Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,First Owner,10,Maruti,8000.0
Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner,8,Renault,11250.0
Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,First Owner,7,Maruti,4285.714285714285
Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,22,Toyota,5454.545454545455
Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner,6,Maruti,3333.3333333333335
Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,First Owner,12,Tata,8333.333333333334
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,First Owner,7,Hyundai,4428.571428571428
Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,First Owner,12,Maruti,3916.6666666666665
Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,First Owner,7,Tata,1600.0
Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,First Owner,7,Maruti,5000.0
Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Dealer,Manual,First Owner,15,Maruti,3333.3333333333335
Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,First Owner,10,Maruti,5500.0
Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,First Owner,7,Maruti,2857.1428571428573
Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner,8,Mahindra,9375.0
Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner,8,Maruti,11625.0
Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,16,Chevrolet,3562.5
Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,First Owner,11,Maruti,2727.2727272727275
Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner,12,Renault,6083.333333333333
Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,First Owner,9,Maruti,7222.222222222223
Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,16,Maruti,3875.0
Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,First Owner,18,Hyundai,4722.222222222223
Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,First Owner,15,Chevrolet,4866.666666666667
Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner,13,Maruti,4230.7692307692305
Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,Second Owner,9,Maruti,644.4444444444445
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Individual,Manual,First Owner,16,Toyota,21875.0
Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,7,Maruti,4285.714285714285
Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,First Owner,7,Hyundai,2857.1428571428573
Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti,5555.555555555556
Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,First Owner,12,Maruti,5416.666666666667
Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner,12,Ford,7500.0
Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Individual,Manual,Second Owner,14,Toyota,19071.428571428572
Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Individual,Manual,Second Owner,20,Mahindra,12500.0
Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner,14,Mahindra,10000.0
Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,7,Honda,3142.8571428571427
Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,15,Honda,4000.0
Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,7,Honda,4090.714285714286
Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,First Owner,7,Honda,4587.714285714285
Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,11,Maruti,7454.545454545455
Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,19,Maruti,5007.8421052631575
Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,7,Honda,9779.714285714286
Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner,15,Maruti,2800.0
Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,Second Owner,11,Honda,8181.818181818182
Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,9,Hyundai,11111.111111111111
Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,8,Mahindra,10000.0
Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Individual,Manual,First Owner,15,Hyundai,7036.4
Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,7,Toyota,1428.5714285714287
Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,13,Toyota,6153.846153846154
Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,12,Hyundai,2916.6666666666665
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,Manual,First Owner,12,Toyota,10000.0
Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,14,Toyota,8571.42857142857
Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,9,Maruti,7777.777777777777
Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Individual,Manual,Third Owner,11,Mahindra,11818.181818181818
Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner,6,Renault,6666.666666666667
Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,10,Maruti,6000.0
Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,14,Honda,7857.142857142857
Honda City i DTEC VX,2014,700000,130000,Diesel,Individual,Manual,First Owner,11,Honda,11818.181818181818
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti,5000.0
Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Individual,Manual,Second Owner,16,Maruti,7500.0
Honda Amaze E i-Dtech,2015,300000,104000,Diesel,Individual,Manual,Second Owner,10,Honda,10400.0
Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Individual,Manual,Second Owner,14,Maruti,7142.857142857143
Honda City 1.3 EXI,2003,120000,132343,Petrol,Individual,Manual,Second Owner,22,Honda,6015.590909090909
Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Individual,Manual,Second Owner,9,Hyundai,10000.0
Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Individual,Manual,Second Owner,18,Maruti,3333.3333333333335
Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Individual,Manual,First Owner,10,Honda,7600.0
Maruti 800 EX,2004,30000,60000,Petrol,Individual,Manual,Third Owner,21,Maruti,2857.1428571428573
Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Individual,Manual,Second Owner,16,Mahindra,1875.0
Tata Indigo LS,2010,250000,96000,Diesel,Individual,Manual,Second Owner,15,Tata,6400.0
Maruti Alto VXi,2015,280000,26134,Petrol,Dealer,Manual,First Owner,10,Maruti,2613.4
Maruti Ritz VDi,2011,260000,52895,Diesel,Dealer,Manual,First Owner,14,Maruti,3778.214285714286
Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,12,Hyundai,3527.0
Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,9,Mahindra,7222.222222222223
Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner,13,Mahindra,4633.538461538462
Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Second Owner,11,Maruti,6363.636363636364
Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Third Owner,11,Maruti,6363.636363636364
Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,Manual,Second Owner,16,Mahindra,6250.0
Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner,17,Fiat,6470.588235294118
Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner,6,Renault,1716.6666666666667
Fiat Grande Punto EVO 1.3 Active,2014,270000,120000,Diesel,Individual,Manual,Second Owner,11,Fiat,10909.09090909091
Tata New Safari 4X4 EX,2012,550000,142000,Diesel,Individual,Manual,First Owner,13,Tata,10923.076923076924
Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Individual,Manual,First Owner,8,Mahindra,3125.0
Tata Altroz XE,2020,500000,5000,Petrol,Individual,Manual,First Owner,5,Tata,1000.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Dealer,Manual,First Owner,9,Hyundai,3182.5555555555557
Honda City i DTEC VX,2014,600000,50000,Diesel,Individual,Manual,First Owner,11,Honda,4545.454545454545
Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Dealer,Manual,First Owner,6,Maruti,5000.0
Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Individual,Manual,First Owner,5,Hyundai,1000.0
Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,7,Mahindra,4285.714285714285
Maruti Baleno Delta Automatic,2018,600000,7600,Petrol,Individual,Automatic,First Owner,7,Maruti,1085.7142857142858
Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Dealer,Manual,First Owner,12,Chevrolet,3937.75
Maruti Alto K10 VXI AGS,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,10,Maruti,443.2
Tata Indica GLS BS IV,2010,75000,110000,Petrol,Individual,Manual,Second Owner,15,Tata,7333.333333333333
Hyundai Grand i10 Sportz,2014,400000,25000,Petrol,Individual,Manual,First Owner,11,Hyundai,2272.7272727272725
Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Individual,Manual,Second Owner,16,Tata,4375.0
Hyundai i20 Active S Petrol,2016,560000,68523,Petrol,Dealer,Manual,First Owner,9,Hyundai,7613.666666666667
Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Individual,Manual,First Owner,6,Hyundai,833.3333333333334
Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Individual,Manual,First Owner,7,Tata,5714.285714285715
Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Individual,Manual,First Owner,8,Hyundai,5375.0
Maruti Alto Green LXi (CNG),2010,88000,80251,CNG,Dealer,Manual,Second Owner,15,Maruti,5350.066666666667
Hyundai i20 1.2 Era,2010,250000,34500,Petrol,Individual,Manual,Second Owner,15,Hyundai,2300.0
Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,25,Ford,1709.72
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner,12,Chevrolet,7825.0
Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,21,Maruti,3809.5238095238096
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,13,Chevrolet,8461.538461538461
BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,14,BMW,7142.857142857143
Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,13,Chevrolet,1923.076923076923
Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,16,Maruti,1562.5
Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,6,Ford,3333.3333333333335
Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,12,Chevrolet,833.3333333333334
Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Individual,Manual,First Owner,7,Honda,4285.714285714285
Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,15,Hyundai,7333.333333333333
Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,11,Maruti,7272.727272727273
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Individual,Manual,First Owner,9,Mahindra,2333.3333333333335
Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,9,Maruti,2222.222222222222
Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,10,Maruti,3200.0
Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Individual,Manual,First Owner,18,Mitsubishi,10000.0
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Individual,Manual,Second Owner,13,Tata,5384.615384615385
Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,12,Hyundai,4166.666666666667
Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,21,Ford,5714.285714285715
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,13,Hyundai,4289.692307692308
Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner,14,Nissan,2857.1428571428573
Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,24,Maruti,2500.0
Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,17,Maruti,2941.176470588235
Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,15,Maruti,7333.333333333333
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,12,Tata,8333.333333333334
Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,24,Maruti,3583.3333333333335
Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,12,Maruti,4166.666666666667
Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,Manual,First Owner,8,Maruti,2500.0
Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,Manual,First Owner,15,Hyundai,3333.3333333333335
Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,13,Tata,6153.846153846154
Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,19,Maruti,7105.263157894737
Maruti Zen D PS,2003,110000,120000,Diesel,Individual,Manual,Third Owner,22,Maruti,5454.545454545455
Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Individual,Manual,First Owner,10,Fiat,11360.0
Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Individual,Manual,Third Owner,17,Hyundai,4117.64705882353
Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,7,Ford,2857.1428571428573
Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,7,Ford,2000.0
Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,7,Ford,3714.285714285714
Honda City i VTEC V,2016,696000,138925,Petrol,Dealer,Manual,First Owner,9,Honda,15436.111111111111
Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Dealer,Manual,First Owner,9,Honda,13529.333333333334
Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Dealer,Manual,First Owner,9,Honda,11714.333333333334
Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,10,Maruti,3500.0
Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,8,Tata,7500.0
Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,5,Maruti,1000.0
Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,17,Chevrolet,4117.64705882353
Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,25,Maruti,3200.0
Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,6,Maruti,3333.3333333333335
Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,6,Tata,1333.3333333333333
Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,11,Hyundai,4909.090909090909
Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,11,Hyundai,2102.0
Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,13,Chevrolet,3423.076923076923
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,8,Volkswagen,1699.875
Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,11,Mahindra,9090.90909090909
Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,19,Maruti,5789.473684210527
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,11,Toyota,8181.818181818182
Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,6,Tata,2833.3333333333335
Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,17,Maruti,8235.29411764706
Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,10,Mahindra,5000.0
Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,8,Mahindra,6625.0
Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,8,Maruti,8750.0
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,13,Chevrolet,5384.615384615385
